# OpenClaw Nightly Scan — Full Scored PR Report
# Generated: 2026-02-27
# Total scored: 5053
# Score >= 80: 166
# Score >= 70: 1974
#
# Format: SCORE | PR# | INTENT | TITLE
# ====================================================================================================

# ── CRITICAL (score >= 90) ──────────────────────────────────────────
 61 | #22500  | refactor   | perf: optimize CameraFlash by removing invisible Box rendering
 61 | #22763  | feature    | feat: expose per-message linkPreview param in message tool
 61 | #22891  | feature    | adds helm deploy
 61 | #23247  | bugfix     | fix(cli): removes --query from memory cmd options
 61 | #23424  | feature    | feat: add Gemini 3.1 Pro Preview support (google-gemini-cli)
 61 | #23831  | bugfix     | fix(telegram): route /status and /stop through a dedicated command lane
 61 | #23957  | docs       | docs: add mistral provider documentation
 61 | #23959  | bugfix     | Matrix: add robust device verification flow
 61 | #24037  | bugfix     | fix(i18n): eagerly load translations on page load for non-en locales
 61 | #24069  | bugfix     | fix: strip system framing from announce delivery + Google Chat webhook restart
 61 | #24077  | feature    | feat(voice): enable voice note conversation loop for Telegram and WhatsApp
 61 | #24338  | refactor   | refactor(channels): share applyAccountConfig scaffolding via factory
 61 | #24807  | bugfix     | fix: prevent reasoning content leak to Discord
 61 | #26696  | bugfix     | security(discord): scope DM preflight/native pairing auth to accountId
 61 | #27239  | feature    | [FEAT] Expose requestHeartbeatNow in Plugin SDK
 61 | #28266  | bugfix     | fix(googlechat): keep startGoogleChatMonitor alive until abort signal (#23402)
 61 | #28591  | bugfix     | fix(feishu): parse code blocks and share_chat messages
 60 | #3655   | feature    | auto-reply: adicionar notificações automáticas de conclusão de tarefas
 60 | #3744   | bugfix     | Gateway: fix device pairing when local connection retries with existing non-sile
 60 | #4116   | dependency | Update Dockerfile to node 24
 60 | #4181   | bugfix     | fix(whatsapp): resolve Brazilian mobile JID variants (8/9 digit)
 60 | #4235   | bugfix     | fix(media): skip audio in extractFileBlocks + hasBinaryAudioMagic defense-in-dep
 60 | #4618   | bugfix     | security(tts): validate JSON structure when reading TTS user prefs
 60 | #4837   | bugfix     | fix: strip tools for Venice models without function calling support
 60 | #4878   | bugfix     | fix: string/type handling and API fixes (#4537, #4380, #4373, #4547, #4629)
 60 | #4881   | docs       | docs(plugin): clarify memory-lancedb is bundled (no npm install needed)
 60 | #4901   | feature    | Show timezone abbreviation in system prompt
 60 | #5027   | bugfix     | fix(auth): use correct OAuth credentials for google-gemini-cli refresh
 60 | #5036   | docs       | docs: improve Slack setup and troubleshooting guide
 60 | #5210   | bugfix     | Fix Antigravity server side checks and returning Version error
 60 | #6283   | feature    | feat(telegram): Add message content filtering
 60 | #6516   | feature    | feat(telegram): add sticker and custom emoji vision support
 60 | #6559   | bugfix     | Fix LiteLLM reasoning-tag handling + fallback to <think> content
 60 | #6801   | docs       | docs: add token optimization guidance for isolated cron sessions
 60 | #6968   | feature    | Add LM Studio onboarding option
 60 | #7024   | feature    | feat(ui/cron): add silent job indicator and no-runs hints
 60 | #7272   | feature    | Models: add SiliconFlow provider
 60 | #7392   | feature    | OpenResponses: tool output items, reasoning summary, opt‑in tool data cap + clie
 60 | #7760   | bugfix     | fix(agents): resolve message ordering conflict during tool execution
 60 | #7767   | bugfix     | fix: enable turn validation for all non-OpenAI providers to prevent role orderin
 60 | #7807   | bugfix     | Browser Relay: start server when launched via CLI
 60 | #7980   | feature    | feat(telegram): multi-stage reaction system for message pipeline visibility
 60 | #7986   | feature    | feature/OPENCLAW_IMAGE
 60 | #8440   | docs       | Docs: add cron troubleshooting for multi-gateway + nextWakeAtMs
 60 | #8698   | bugfix     | fix(cron): default enabled to true for new jobs
 60 | #8848   | feature    | feat(stt): Add Whisper as first-class audio transcription provider
 60 | #8890   | bugfix     | fix: increase bash output chunk limit from 8KB to 32KB
 60 | #9040   | bugfix     | fix(security): throw on config validation failure instead of returning empty con
 60 | #9106   | bugfix     | fix(matrix): override DM detection for rooms in groups config
 60 | #9151   | docs       | Docs: add freeCodeCamp OpenClaw full tutorial to showcase
 60 | #9190   | feature    | feat(docker): Add autonomous container self-restart and runtime package installa
 60 | #9505   | bugfix     | fix: Refactor Feishu streaming to prevent truncation and simplify state
 60 | #9515   | bugfix     | fix(web): retry WhatsApp 515 restart up to 3 times with delay
 60 | #9703   | feature    | feat(macos): Voice settings restructure + Whisper transcription support
 60 | #9726   | feature    | feat: add identityDir config for separate identity file location
 60 | #9736   | feature    | feat(tts): add baseUrl option to OpenAI TTS config (#9709)
 60 | #9939   | feature    | feat(spixi): Add Spixi channel integration.
 60 | #9963   | bugfix     | fix(slack): extract text from forwarded message attachments
 60 | #9988   | feature    | feat(gateway): add overlay, zerotier, and wireguard bind modes
 60 | #10292  | chore      | Build: migrate A2UI packaging script from bash to TypeScript
 60 | #10514  | docs       | Security: harden AGENTS.md with gateway, prompt injection, and supply chain rule
 60 | #10631  | docs       | docs: add MDM stealth mode workaround guide
 60 | #10641  | bugfix     | fix(gateway): deduplicate heartbeat events across instances
 60 | #11086  | bugfix     | fix(mattermost): allow private network for inbound media download
 60 | #11109  | bugfix     | fix(tui): prefer config contextTokens over persisted session value
 60 | #11281  | bugfix     | fix(logging): prevent subsystem loggers from bypassing file log level filters
 60 | #11327  | bugfix     | fix(launchd): reload plist from disk on restartLaunchAgent
 60 | #11549  | refactor   | lint: add no-console rule and migrate 5 files to structured logger
 60 | #11700  | feature    | feat: Caution Mode for intent-aware audit of tool outputs
 60 | #11732  | feature    | feat(plugins): add injectMessages to before_agent_start hook
 60 | #12020  | feature    | feat: add AIsa provider, production-grade Chinese AI models
 60 | #12123  | docs       | docs: add dedicated hardware guide (Jetson, Pi, mini PCs)
 60 | #12388  | docs       | docs: improve .env.example with comprehensive configuration examples
 60 | #13211  | feature    | feat(feishu): skip reply-to in DM conversations
 60 | #13376  | bugfix     | fix: pass model directly to agent for sub-agent runs
 60 | #13505  | feature    | feat(copilot): add GitHub Enterprise Cloud (GHE.com) support for Copilot provide
 60 | #13592  | feature    | feat(ui): group cron jobs by name folders
 60 | #13884  | feature    | feat: Replace any types with proper TypeScript interfaces for better type safety
 60 | #13917  | bugfix     | fix(feishu): card rendering for tables, blockquotes, images, and outbound path
 60 | #13951  | bugfix     | Improve error logging for better debugging in gateway logs
 60 | #14037  | docs       | docs: improved permission configuration instructions
 60 | #15296  | feature    | Harden config redaction defaults; add explicit --show-secrets opt-in
 60 | #15843  | docs       | Docs(ja-JP): add channels overview and agent runtime
 60 | #16622  | bugfix     | fix(mattermost): record pending history for messages dropped by groupAllowFrom
 60 | #16708  | bugfix     | fix(security): OC-17 add token redaction to error formatting, deprecate plaintex
 60 | #16856  | feature    | feat(agents): add tool execution duration tracking with configurable transcript 
 60 | #17441  | feature    | feat(telegram): add poll action support
 60 | #17667  | feature    | feat: tool-hooks extension — run shell commands on tool calls
 60 | #17703  | feature    | feat(web-search): add Parallel search provider
 60 | #17962  | bugfix     | fix(cli): speed up completion plugin loading
 60 | #18185  | feature    | feat(slack): add configurable rateLimitPolicy for Slack API calls
 60 | #18196  | feature    | feat(security): add client-side skill security enforcement
 60 | #18438  | feature    | macOS: add in-app CLI + gateway install with reset support
 60 | #18529  | feature    | feat(feishu): add parentId and rootId to inbound context for quote/reply support
 60 | #18752  | feature    | Feat(slack): add Canvas content reading support 
 60 | #18914  | bugfix     | fix: use per-session workspaceDir instead of process.cwd() for post-compaction c
 60 | #19256  | feature    | feat: add 'stop all' command and fix subagent cascade on word-trigger abort
 60 | #19419  | feature    | feat(slack): track thread participation for implicit mentions
 60 | #19538  | feature    | security: migrate sensitive Docker env vars to Docker secrets
 60 | #19549  | docs       | docs(plugins): add openclaw-linear to community plugins
 60 | #19904  | feature    | Add remote-ssh/remote-k8s-pod/remote-docker for exec
 60 | #19926  | bugfix     | fix: Extract status code from error messages for empty 429 responses
 60 | #19969  | feature    | feat: add per-release dual-lane release gate hunt toolkit
 60 | #20400  | feature    | feat(skill): add Loudly AI music generation skill
 60 | #20551  | bugfix     | fix(googlechat): prevent health monitor restart loop and add JWT verification lo
 60 | #20587  | feature    | feat: add Tetrate Agent Router Service provider
 60 | #20965  | feature    | feat: Add comprehensive model configuration and discovery for various…
 60 | #20967  | bugfix     | fix(discord): report connected state so health-monitor can restart stuck account
 60 | #20997  | docs       | add cognee as community plugin
 60 | #21174  | bugfix     | fix(bluebubbles): trim leading newlines from message text
 60 | #21523  | feature    | 1. CLI: Add a skill with one command: openclaw skills add <url>, 2. Control UI: 
 60 | #21832  | feature    | feat(agent): add self-verification loop with full-context evaluation
 60 | #21920  | bugfix     | fix(antigravity): map deprecated Gemini 3 Pro to Gemini 3.1 Pro
 60 | #21964  | feature    | Security: harden gateway and plugin trust boundaries
 60 | #22165  | feature    | feat(i18n): translate hardcoded button labels to all 4 locales 
 60 | #22389  | bugfix     | Fix: Matrix plugin not sending images from content blocks
 60 | #22598  | feature    | feat(feishu): support card action callback handler
 60 | #23497  | feature    | feat(retry): add retryHttpAsync utility with comprehensive coverage
 60 | #23685  | bugfix     | fix(whatsapp): restore selfChatMode config usage in access control
 60 | #23700  | feature    | feat: Claude CLI personal-use auth (no API key required) + native Anthropic SDK 
 60 | #23761  | bugfix     | fix: suppress partial NO_REPLY tokens at lifecycle boundary
 60 | #24098  | feature    | feat(memory): add remote memory backend via OpenAI-compatible Vector Store API
 60 | #24197  | feature    | feat(extensions): A2A decision trust plugin
 60 | #24233  | feature    | feat: add 'openclaw shared' command for cross-agent resource management
 60 | #24336  | bugfix     | fix(telegram): allow preview updates for answer lane to prevent duplicate sends 
 60 | #24361  | feature    | feat(plugins): add allowedAgents and allowedSkills filtering in plugin loader
 60 | #24623  | feature    | security: add signed policy guardrails (fail-closed)
 60 | #24818  | bugfix     | fix: prevent browser save password dialog in Web UI config
 60 | #24819  | bugfix     | fix: /usage cost handles deleted sessions properly
 60 | #26130  | bugfix     | security(bluebubbles): isolate group allowlist from DM pairing-store entries
 60 | #28570  | bugfix     | Cron: fill missing nextRunAtMs on startup so runMissedJobs sees all j…
 59 | #2084   | feature    | Add Slack canvas read/create/update support
 59 | #2805   | bugfix     | fix: wire onToolResult to dispatcher for verbose tool summaries
 59 | #3300   | bugfix     | changed chat session selection logic in iMessage
 59 | #3337   | bugfix     | fix(macos-app): patch SwiftPM Bundle.module accessor for app bundle
 59 | #3402   | docs       | docs(discord): clarify search doesn't support OR/AND operators
 59 | #3837   | bugfix     | fix(googlechat): space events response and thread reply context
 59 | #3899   | feature    | Add onCompactionStart callback to handle context compaction notifications (#2730
 59 | #4035   | bugfix     | fix(tui): ensure UI updates when status changes
 59 | #4137   | chore      | [AI-assisted] test(cli): add missing test cases for parseDurationMs
 59 | #4295   | bugfix     | fix: quote Windows paths with spaces in UI runner command
 59 | #4709   | bugfix     | fix(daemon): include user bin dirs in macOS LaunchAgent PATH
 59 | #4767   | bugfix     | fix(agents): handle read alias required schema
 59 | #5064   | bugfix     | fix(auth): update deprecated User-Agent headers
 59 | #5876   | docs       | docs(AGENTS): add absolute dates convention for memory files
 59 | #6053   | bugfix     | fix: use 400K context window instead of 200K if the model allows (gpt-5.2)
 59 | #6193   | bugfix     | fix(browser): default to openclaw profile instead of chrome extension relay
 59 | #6235   | bugfix     | fix: from source development command
 59 | #6255   | bugfix     | fix(media): expand ~ in CLI command paths
 59 | #6484   | docs       | docs: add LiteLLM + Nebius integration guide
 59 | #6683   | feature    | feat(config): add supportsStrictMode compat option for model definitions
 59 | #6686   | bugfix     | fix: clear Playwright's default colorScheme override on CDP-connected pages
 59 | #6730   | feature    | feat: Make OpenAI Codex CLI models usable - reasoning effort directive
 59 | #6819   | bugfix     | fix(tui): handle unstructured tool results and errors in tool execution output
 59 | #6840   | bugfix     | Fix assistant identity default agent for global sessions
 59 | #7023   | feature    | feat(ui): inject build SHA fingerprint into index.html
 59 | #7485   | feature    | TTS: add Resemble AI provider support
 59 | #7675   | bugfix     | fix: handle network interface retrieval errors in resolvePrimaryIPv4
 59 | #7850   | chore      | Add rumdl markdown linter to pre-commit hooks
 59 | #8135   | feature    | Adding Groq as a model provider
 59 | #8270   | bugfix     | fix: support snake_case 'tool_use' in transcript repair (#8264)
 59 | #8296   | bugfix     | fix(browser): bind sandbox browser bridge to 0.0.0.0 for container access
 59 | #8526   | bugfix     | fix(docker): copy extension package.json files before pnpm install
 59 | #8575   | feature    | feat: add HEYGEN_API_KEY to expected shell environment variables
 59 | #8837   | bugfix     | fix(cron): guard against undefined job.state in printCronList
 59 | #8855   | feature    | feat(hooks): add configurable compliance logging plugin
 59 | #8900   | bugfix     | fix: improve default memory flush prompts with urgency and specifics
 59 | #9051   | bugfix     | fix(sessions): respect dmScope config in CLI agent commands
 59 | #9088   | bugfix     | fix(cron): ensure nextRunAtMs is computed when enabled is undefined (#9056)
 59 | #9123   | feature    | Feat/smart router backport and custom model provider
 59 | #9620   | bugfix     | fix: increase auto-compaction reserve buffer to 40k tokens
 59 | #9660   | bugfix     | fix: auto-default baseUrl for Ollama provider (#9652)
 59 | #9670   | bugfix     | fix: handle numeric string timestamps in cron schedule normalization (#9668)
 59 | #9684   | bugfix     | fix: cron race condition - run due jobs before recomputing nextRunAtMs (#9661)
 59 | #9747   | feature    | feat(config): add pass (password-store) secret backend support
 59 | #10367  | feature    | CLI/Ops: resilient browser fill + failover hardening + operations templates
 59 | #11084  | feature    | feat(feishu): implement CardKit streaming card output with typewriter effect
 59 | #11104  | feature    | feat(agent): add Ralph persistence loop for autonomous continuation
 59 | #11208  | bugfix     | fix(config): prevent __OPENCLAW_REDACTED__ corruption on config writes
 59 | #11364  | bugfix     | fix(memory/qmd): prevent cascading failure when query fails or returns empty
 59 | #11484  | feature    | feat: add WhatsApp pairing code login as alternative to QR scanning
 59 | #11608  | feature    | feat(slack): native streaming, Block Kit blocks, tool-aware status
 59 | #11659  | bugfix     | fix: Clarify session.dmScope is global in security audit warning
 59 | #11688  | feature    | feat(telegram): add health check watchdog for long-polling
 59 | #11787  | feature    | Feat/openclaw defender
 59 | #11868  | feature    | control-ui: pairing required guided flow (Clairephone V2 Candidate A)
 59 | #12039  | feature    | TTS voice bubbles, node role auth, media fixes, CI lint cleanup
 59 | #12234  | feature    | gateway: incident tracking, recover command, and ciao ERR_SERVER_CLOSED hardenin
 59 | #12387  | bugfix     | security: fix SSRF vulnerability in matrix-bot-sdk
 59 | #12575  | chore      | test: stabilize warning-filter by asserting process warning event
 59 | #12907  | feature    | feat: add Gonka.ai as optional LLM provider with ECDSA signing
 59 | #13308  | feature    | Security: address audit findings (gateway, CI, Docker)
 59 | #13383  | bugfix     | fix(cron): route text-only payloads through direct delivery
 59 | #13720  | bugfix     | fix: emit single lifecycle start/end pair for model fallback chain
 59 | #14057  | feature    | feat(telegram): add ignoreMediaTypes config to skip specific inbound media
 59 | #14112  | chore      | test(security): harden plugin install against script execution
 59 | #15030  | feature    | Agents: support per-agent thinking defaults
 59 | #15205  | bugfix     | fix(models): normalize google-antigravity api field from google-gemini-cli
 59 | #15493  | feature    | feat(telegram): session state memory for diagnostic continuity
 59 | #15581  | chore      | Rename Qianfan label 
 59 | #15817  | bugfix     | fix(chrome-relay): auto-reconnect, MV3 persistence, and keepalive
 59 | #15975  | feature    | feat(telegram): add Business Mode for personal chat access
 59 | #16020  | refactor   | perf(ui): virtualize chat message list for large conversations
 59 | #16125  | feature    | feat(gateway): add stuck session detection
 59 | #16570  | feature    | feat(mattermost): add replyToMode threading support
 59 | #16608  | feature    | feat(whatsapp): resolve outbound @mentions to clickable WhatsApp mentions
 59 | #16922  | bugfix     | fix: remove incorrect sandbox file tool guidance
 59 | #16957  | bugfix     | fix(doctor): skip false positive permission warnings for Nix store symlinks
 59 | #16961  | docs       | docs: warn against storing secrets in injected workspace files
 59 | #17414  | bugfix     | fix(sessions): refresh contextTokens when model override changes
 59 | #17632  | feature    | feat(web-search): add per-call provider override
 59 | #17666  | feature    | feat(plugins): expose steerSession and isSessionStreaming on plugin API
 59 | #17896  | bugfix     | fix(config): warn instead of silently swallowing chmod failure on config write

 59 | #17946  | bugfix     | fix(browser): prevent act timeout on Linux by removing premature abort trigger
 59 | #18678  | bugfix     | fix(telegram): preserve draft message when all final payloads are errors
 59 | #19100  | bugfix     | Fix memory vector store dimension mismatch by resetting index
 59 | #19593  | feature    | feat(compaction): proactive handover before context overflow
 59 | #19596  | feature    | feat(setup): add segment template system with base+overlay architecture
 59 | #19833  | feature    | feat: contextScripts pre-spawn hook for sub-agent sessions (rebased on v2026.2.1
 59 | #20431  | bugfix     | fix(sessions): add session contamination guards and self-leak lock detection
 59 | #20796  | bugfix     | fix(security): OC-22 prevent Zip Slip and symlink following in skill packaging
 59 | #21295  | chore      | test: guard test runner memory on local runs
 59 | #21596  | feature    | Feat/chatloop
 59 | #22070  | docs       | docs: add minimal public safety checklist for template sharing
 59 | #23848  | docs       | docs: add Docker pairing cross-reference to Control UI page
 59 | #24323  | docs       | docs(zh-CN): improve wording for bindings routing description
 59 | #25278  | bugfix     | fix(gateway): stop launchd job without unloading LaunchAgent
 59 | #25486  | bugfix     | fix(config): resolve external plugin ids in auto-enable for non-built-in channel
 59 | #26938  | bugfix     | fix(bluebubbles): honor explicit chat_guid targets
 59 | #26969  | bugfix     | fix(gateway): avoid double-prefixing hooks agent session keys
 59 | #27561  | bugfix     | fix(windows): use stdio 'ignore' for SIGUSR1 restart to prevent EBADF
 59 | #28096  | bugfix     | fix(memory-lancedb): enable autoRecall by default for persistent memory
 59 | #28200  | bugfix     | fix: include mediaUrls in WebSocket chat events for TTS/media delivery
 59 | #28460  | bugfix     | UI: fix agent overview model save dirty flag
 58 | #2917   | bugfix     | Slack: fix thread context + prevent reply spillover
 58 | #3885   | dependency | Upgrade GitHub Actions to latest versions
 58 | #4450   | bugfix     | fix bug #4366: Error: Config validation failed: plugins.slots.memory: plugin not
 58 | #4495   | bugfix     | Fix: emit final assistant event when reply tags hide stream
 58 | #5880   | bugfix     | fix(wizard): resume interrupted installation from last completed step
 58 | #6501   | chore      | Chore/openclaw issue templates
 58 | #6588   | feature    | feat(channels): add 'confirming' dmPolicy mode for owner-approved responses
 58 | #6850   | bugfix     | fix: support direct channel:account:peer format in session key extraction
 58 | #7058   | feature    | feat(telegram): add channel_post handler for broadcast channels
 58 | #7353   | bugfix     | fix: prevent silent message drops after config.patch restart
 58 | #7537   | bugfix     | fix(sessions): reset token counts on /new for channel sessions
 58 | #7596   | docs       | docs(gateway): add multi-machine config sync guide
 58 | #7770   | feature    | feat(routing): Smart Router V2 - Configuration-driven model dispatching
 58 | #7894   | feature    | Memory improvements: Give OpenClaw better memory + REM sleep
 58 | #7911   | bugfix     | Unapproved users receive pairing codes on every /start message before approval.
 58 | #8260   | bugfix     | fix(macOS): gateway readiness detection + reversible Configure later
 58 | #8362   | feature    | Add Homebrew-based Docker image
 58 | #8849   | feature    | feat(tts): Add Chatterbox and Piper as first-class TTS providers
 58 | #8951   | docs       | docs: Add security scan workflow template (Trivy + KICS + TruffleHog)
 58 | #8955   | feature    | feat(tts): Add Kokoro-82M as first-class TTS provider
 58 | #9025   | feature    | Fix/automatic exponential backoff for LLM rate limits
 58 | #9046   | feature    | feat: Add AWS Bedrock OpenAI-compatible API provider
 58 | #9049   | bugfix     | fix: prevent subagent stuck loops and ensure user feedback
 58 | #9257   | feature    | this is my first fork 
 58 | #9410   | docs       | docs: add cardkit permissions to Feishu channel setup
 58 | #9628   | bugfix     | fix: resolve tsconfig rootDir errors by separating UI config (AI-assisted)
 58 | #9710   | bugfix     | fix(ui): prevent CPU spike when opening large tool outputs (#9700)
 58 | #9992   | bugfix     | Docker: Fixed port mapping so ports publish when not stated
 58 | #10539  | feature    | feat(hooks): add blocking capability to message_received hookFeat/message receiv
 58 | #10894  | docs       | Docs: fix legacy branding, add config reference, expand cron troubleshooting
 58 | #11185  | bugfix     | fix #11150 - [Bug]: Exec tool schema host default ignores tools.exec.host config
 58 | #11362  | bugfix     | fix: name parent shim processes for clarity in ps output
 58 | #11681  | feature    | feat(plugins): add cancel support to message_received hook
 58 | #11765  | bugfix     | fix(ci): restrict GITHUB_TOKEN permissions in workflows
 58 | #11833  | feature    | 在openclaw onboard过程中，在model/auth provider选项中增加Huawei Cloud MAAS供应商的选择
 58 | #12395  | feature    | feat(github): add pull request template
 58 | #12834  | docs       | docs(gateway): clarify there is no standalone clawrouter binary
 58 | #13006  | bugfix     | fix(provider): disable reasoning tags for gemini-3-pro variants to fix tool call
 58 | #13014  | feature    | feat(infra): add systemd WatchdogSec integration
 58 | #13235  | feature    | feat: stream reasoning_content via /v1/chat/completions SSE
 58 | #13471  | bugfix     | fix: security audit distinguishes internal hooks from external webhooks
 58 | #13958  | feature    | Claude/secureclaw env supabase dz q hh
 58 | #14382  | feature    | cron: record lastErrorReason in job state
 58 | #14458  | bugfix     | fix(voicewake): avoid crash on foreign transcript ranges
 58 | #15001  | docs       | Docs: add Carolina Cloud install guide
 58 | #15162  | feature    | Include tool args in verbose preview summaries
 58 | #15900  | bugfix     | fix(discord): filter bot's own messages early to prevent self-DoS
 58 | #16099  | feature    | feat: add opencode-cli as CLI backend provider
 58 | #16647  | feature    | feat(feishu_doc): allow optional initial content on create
 58 | #16766  | bugfix     | fix(model): apply provider baseUrl/headers override to registry-found models
 58 | #17340  | bugfix     | fix(auto-reply): prevent duplicate transcript entries for followup queue message
 58 | #17392  | feature    | Add testing infrastructure and expand gateway OAuth scopes
 58 | #17448  | feature    | ui: make tool cards collapsible with inline expansion
 58 | #17503  | feature    | feat(dashboard): add Uninstall button for bundled skills
 58 | #17943  | bugfix     | fix: use 0o644 for inbound media files to allow sandbox read access
 58 | #18004  | feature    | feat: Add before_message_dispatch hook for blocking inbound messages
 58 | #18187  | bugfix     | fix: tool summaries silently dropped when reasoningLevel is stream
 58 | #18831  | feature    | feat(tui): add light theme support for light terminal backgrounds
 58 | #19594  | docs       | docs: add permctl to community plugins
 58 | #19671  | chore      | chore: oxfmt docker and server methods
 58 | #20064  | bugfix     | UI: fix form overlapping subtitle in config screen
 58 | #20340  | feature    | feat(tts): add instructions field to OpenAI TTS provider
 58 | #20974  | docs       | docs: add cspell spell checking for documentation
 58 | #21200  | docs       | docs: complete Windows WSL2 portproxy automation guide
 58 | #21667  | bugfix     | fix(canvas): add CSP and security headers to HTML responses
 58 | #22091  | docs       | docs(readme): add Windows-native dev gateway command
 58 | #22154  | chore      | dev(watch): make gateway watch portable on native Windows
 58 | #22484  | feature    | Android: add flashlight on/off control support
 58 | #22518  | feature    | feat(extensions): add chromadb-memory plugin with multi-agent collection routing
 58 | #22804  | bugfix     | fix: prioritize loopback for internal gateway calls (issue #22706)
 58 | #23052  | docs       | docs(plugins): add Camofox Browser to community plugins
 58 | #23370  | bugfix     | fix: strip [[reply_to_current]] tags from WebChat + validate invoke cwd
 58 | #23586  | feature    | Phase2 orchestrator
 58 | #24223  | feature    | feat(android): replace VAD-gated wake word with continuous SpeechRecognizer cycl
 58 | #24481  | feature    | feat(skills): Add OPENAI_BASE_URL support for image-gen and whisper
 58 | #24911  | feature    | feat: OpenAI Responses API WebSocket mode for multi-tool-call acceleration
 58 | #25094  | feature    | feat(config): add agents.defaults.reasoningDefault config key
 58 | #25128  | bugfix     | fix(skills): trigger gateway reload after skill install or change
 58 | #25290  | bugfix     | fix(channels): stop queueing inbound messages as system events
 58 | #26707  | bugfix     | fix(status): avoid stale gateway app version in status --deep
 58 | #26737  | bugfix     | fix(subagents): aggregate all assistant turns on timeout instead of only the las
 58 | #26840  | bugfix     | Auto-reply: parse @ as trailing auth profile suffix only
 58 | #26995  | bugfix     | Fix: Agent page unable to save model selection changes
 58 | #27035  | bugfix     | fix(line): set CommandAuthorized to enable slash commands
 58 | #27067  | bugfix     | fix(config): add missing enabled field to WhatsAppConfigSchema
 58 | #27104  | bugfix     | fix(signal): declare blockStreaming capability
 58 | #27107  | bugfix     | fix(signal): add groups dock adapter for group mention/tool policy
 58 | #27113  | bugfix     | fix(discord): coerce string booleans in channel-edit tool params
 58 | #27114  | bugfix     | fix(discord): coerce string true/false to boolean in channel-edit/create
 58 | #27128  | bugfix     | fix(telegram): use last sent message ID for reactions on split messages
 58 | #27216  | bugfix     | discord: pass SSRF policy to attachment downloads
 58 | #27233  | bugfix     | fix(session): preserve lastAccountId on session reset
 58 | #27245  | bugfix     | fix(line): save downloaded media under preferred OpenClaw tmp dir
 58 | #27247  | bugfix     | fix(skills): log diagnostics from skill loading instead of silently discarding
 58 | #27400  | bugfix     | fix(telegram): fallback to session deliveryContext threadId when toolContext is 
 58 | #27401  | bugfix     | [Bug fix] Matrix: include sender name in group message envelopes (#27355)
 58 | #27479  | bugfix     | fix: guard against undefined usage in Anthropic streaming response
 58 | #27524  | bugfix     | fix: web_search tool now respects HTTP_PROXY via fetchWithSsrFGuard (#27405)
 58 | #27538  | bugfix     | fix: add firecrawl and readability to web fetch config schema (#27373)
 58 | #27554  | bugfix     | fix: strip ANSI escape sequences from skills list JSON output (#27530)
 58 | #27601  | bugfix     | fix: suppress NO_REPLY in buildCompletionDeliveryMessage
 58 | #28031  | bugfix     | fix(mattermost): honour payload.replyToId in deliver so [[reply_to_current]] cre
 58 | #28061  | bugfix     | fix(config): agents.list ignored params overrides
 58 | #28219  | bugfix     | fix(windows): prevent cmd.exe window flash from ARP network scanning
 58 | #28237  | bugfix     | fix: include actual date/time in system prompt instead of just timezone
 58 | #28244  | bugfix     | fix(agents): remove unsupported args from codex resume command
 58 | #28252  | bugfix     | fix(agent): emit model.usage diagnostic event for CLI agent runs
 58 | #28447  | bugfix     | fix: add enabled field to WhatsAppConfigSchema
 58 | #28512  | bugfix     | fix(failover): treat HTTP 529 (Anthropic overloaded) as failover-eligible
 58 | #28545  | bugfix     | fix(plugins): honor agents.defaults.model.primary for plugin-dispatched replies 
 58 | #28557  | bugfix     | fix(browser): reject non-primitive fill field values
 58 | #28569  | bugfix     | fix(agents): suppress NO_REPLY in completion message and A2A announce flow
 57 | #2416   | chore      | chore: add detect-secrets baseline and loc check
 57 | #2716   | bugfix     | Fix #2678: markdown horizontal rules not rendering in web chat
 57 | #6033   | bugfix     | fix(app:macos): 【 OpenClaw ⇄ clawdbot 】-  Peekaboo Bridge discovery after the Op
 57 | #6463   | bugfix     | fix(telegram): improve timeout handling and prevent channel exits
 57 | #7036   | bugfix     | Fix evil soul hooks by enforcing env properties
 57 | #7580   | feature    | feat: add message:received internal hook with prompt injection
 57 | #7738   | feature    | feat(web-search): add provider fallback and Serper support
 57 | #7780   | feature    | feat(telegram): add /dashboard command with inline keyboard UI
 57 | #7842   | bugfix     | Fix Matrix mention detection for Element client (formatted_body links)
 57 | #7920   | docs       | docs: Add Docker Hardened Images (DHI) guide
 57 | #7975   | feature    | feat(commands): add /reset-context command
 57 | #7982   | feature    | Save API Usage: Use Atlas Browser ChatGPT Capabilities
 57 | #8129   | bugfix     | fix(auth): validate OAuth redirect URI to prevent open redirects
 57 | #8174   | feature    | feat(wizard): strict model filtering for preferred providers
 57 | #8715   | bugfix     | fix(web-search): safer provider resolution & Perplexity auto-detection
 57 | #9425   | refactor   | refactor(agents): replace console.warn with SubsystemLogger in compaction.ts
 57 | #9721   | bugfix     | fix: heartbeat model override not working for per-agent config (#9556)
 57 | #9728   | bugfix     | fix(gateway): browser.snapshot ignores profile parameter (#9723)
 57 | #10356  | feature    | TTS: add Typecast provider (emotion presets, audio tuning, Asian language voices
 57 | #10394  | feature    | feat(mattermost): add image attachment support for inbound messages
 57 | #10766  | docs       | docs: add one-click OCI deploy and openclaw-oci-free to Oracle Cloud guide
 57 | #10800  | bugfix     | fix(ui): apply token from URL param to settings
 57 | #11221  | feature    | cli: add schedule subcommand (local-first command scheduler)
 57 | #11240  | bugfix     | Fix #10875: Clear Telegram commands before registering to prevent duplicates
